timestamp,open,high,low,close,rsi,bb_middle,bb_upper,bb_lower
2025-07-22 00:00:00,117210.0,117271.32,117070.32,117133.85,,,,
2025-07-22 00:15:00,117133.85,117176.17,116865.91,116983.67,,,,
2025-07-22 00:30:00,116984.0,117357.21,116843.13,116865.82,,,,
2025-07-22 00:45:00,116865.83,116943.74,116555.0,116555.01,,,,
2025-07-22 01:00:00,116555.01,117248.0,116552.18,117201.8,,,,
2025-07-22 01:15:00,117201.81,117346.17,117106.76,117161.29,,,,
2025-07-22 01:30:00,117161.29,117319.24,117054.13,117092.69,,,,
2025-07-22 01:45:00,117092.69,117329.28,116930.43,117329.27,,,,
2025-07-22 02:00:00,117329.28,117573.83,117275.47,117553.75,,,,
2025-07-22 02:15:00,117553.75,117733.35,117425.71,117709.69,,,,
2025-07-22 02:30:00,117709.7,117763.16,117551.28,117551.28,,,,
2025-07-22 02:45:00,117551.28,117847.77,117493.01,117847.26,,,,
2025-07-22 03:00:00,117847.26,118294.96,117780.0,118294.95,,,,
2025-07-22 03:15:00,118294.95,118594.55,118241.2,118572.59,79.02424686857664,,,
2025-07-22 03:30:00,118572.6,118582.75,118123.39,118189.32,66.32231948474136,,,
2025-07-22 03:45:00,118189.33,118215.13,117815.81,117983.68,60.6861232357034,,,
2025-07-22 04:00:00,117983.69,117983.69,117540.0,117686.65,53.600577977812165,,,
2025-07-22 04:15:00,117686.65,117981.02,117488.19,117707.51,54.00671908169184,,,
2025-07-22 04:30:00,117707.52,118208.08,117691.53,118099.99,60.93519816038339,,,
2025-07-22 04:45:00,118100.0,118345.0,118033.22,118289.99,63.77976131475039,117590.503,118653.9207936841,116527.0852063159
2025-07-22 05:00:00,118290.0,118290.0,118019.42,118030.37,57.60706473350664,117635.329,118693.53981353196,116577.11818646804
2025-07-22 05:15:00,118030.38,118266.87,117873.42,118217.9,60.575169118697445,117697.0405,118739.88410884026,116654.19689115975
2025-07-22 05:30:00,118217.9,118560.0,118217.9,118542.36,65.12481223219133,117780.86750000001,118812.44029737059,116749.29470262943
2025-07-22 05:45:00,118542.35,118656.0,118380.52,118399.09,61.736907841433954,117873.07149999999,118770.86357818455,116975.27942181543
2025-07-22 06:00:00,118399.09,118510.24,118302.01,118436.0,62.28130368766245,117934.7815,118808.88374409445,117060.67925590555
2025-07-22 06:15:00,118436.44,118529.23,118360.0,118523.06,63.596928538526996,118002.87,118836.57681681268,117169.16318318731
2025-07-22 06:30:00,118523.07,118737.5,118523.07,118728.0,66.55431601254583,118084.6355,118864.25197323471,117305.0190267653
2025-07-22 06:45:00,118727.99,118956.0,118705.73,118955.99,69.52083427500145,118165.97150000001,118952.78532230547,117379.15767769456
2025-07-22 07:00:00,118955.99,119110.01,118784.0,118925.73,68.650495309067,118234.5705,119035.03053174357,117434.11046825643
2025-07-22 07:15:00,118925.72,119055.82,118925.03,119055.81,70.36786085164411,118301.87650000001,119139.97126032901,117463.78173967102
2025-07-22 07:30:00,119055.82,119076.0,118888.0,119057.78,70.39431218677393,118377.2015,119202.61436874564,117551.78863125436
2025-07-22 07:45:00,119057.77,119188.3,119054.0,119154.99,71.73510410658771,118442.58800000002,119296.41949264005,117588.75650735998
2025-07-22 08:00:00,119154.99,119300.0,119082.25,119234.99,72.82580735339312,118489.59,119406.87526420077,117572.30473579922
2025-07-22 08:15:00,119235.0,119265.95,119165.98,119233.89,72.78421784214743,118522.655,119495.51561541203,117549.79438458796
2025-07-22 08:30:00,119233.88,119380.14,119037.02,119371.99,74.73497795490846,118581.78849999998,119608.68783183875,117554.88916816121
2025-07-22 08:45:00,119372.0,119419.74,119239.82,119293.7,71.60166713041534,118647.2895,119680.33236210152,117614.24663789848
2025-07-22 09:00:00,119293.7,119454.76,119187.79,119365.35,72.72855898535786,118731.22450000001,119709.77125135064,117752.67774864938
2025-07-22 09:15:00,119365.35,119365.35,119088.0,119196.0,66.05651722087839,118805.649,119682.57698869455,117928.72101130546
2025-07-22 09:30:00,119196.0,119573.53,118830.84,119464.0,70.64592318999834,118873.84950000001,119732.62289708381,118015.07610291621
2025-07-22 09:45:00,119463.99,119464.0,118034.63,118147.82,41.19061671167972,118866.741,119746.81770590457,117986.66429409542
2025-07-22 10:00:00,118147.83,118483.24,117550.0,118406.91,45.96655943998217,118885.568,119707.45777627407,118063.67822372593
2025-07-22 10:15:00,118406.91,118562.03,118150.64,118438.12,46.52987466359054,118896.579,119687.71973764144,118105.43826235856
2025-07-22 10:30:00,118438.13,118788.0,118312.34,118742.13,51.80102554946446,118906.5675,119684.50147210486,118128.63352789514
2025-07-22 10:45:00,118742.14,119140.14,118579.2,119060.0,56.61676054079689,118939.61300000001,119683.9347506454,118195.29124935462
2025-07-22 11:00:00,119060.01,119177.53,118987.41,119172.12,58.20306817913572,118976.41900000002,119689.63904472382,118263.19895527622
2025-07-22 11:15:00,119172.13,119172.13,118794.85,118873.1,52.67156125339699,118993.921,119678.38110749774,118309.46089250226
2025-07-22 11:30:00,118873.1,119158.06,118690.38,118875.69,52.7134810470128,119001.30550000002,119677.2643993562,118325.34660064384
2025-07-22 11:45:00,118875.68,119058.49,118850.68,118912.04,53.33814762091414,118999.10800000001,119675.9270929516,118322.28890704841
2025-07-22 12:00:00,118912.04,119239.55,118735.56,119205.97,58.15216944262416,119013.12,119694.8679381999,118331.3720618001
2025-07-22 12:15:00,119205.97,119350.01,118923.74,119034.26,54.607814309903304,119012.04250000001,119693.58523520803,118330.499764792
2025-07-22 12:30:00,119034.25,119121.44,118728.6,118901.42,51.96885658714331,119004.22450000001,119687.07521511923,118321.3737848808
2025-07-22 12:45:00,118901.42,118901.42,118626.35,118681.26,47.842333968731985,118980.53799999999,119673.6152427831,118287.46075721688
2025-07-22 13:00:00,118681.25,118817.82,118368.19,118518.46,44.99704900690967,118944.7115,119655.32810803196,118234.09489196805
2025-07-22 13:15:00,118518.46,118752.2,118510.58,118725.36,49.13709657549596,118919.285,119623.05208585998,118215.51791414003
