timestamp,open,high,low,close,stoch_k,stoch_d
2024-01-01 01:00:00,42399.98,42406.0,42315.0,42352.0,,
2024-01-01 01:15:00,42352.0,42361.1,42297.9,42297.91,,
2024-01-01 01:30:00,42297.91,42321.13,42278.0,42300.02,,
2024-01-01 01:45:00,42300.01,42300.02,42180.77,42234.01,,
2024-01-01 02:00:00,42234.01,42301.98,42208.68,42276.01,,
2024-01-01 02:15:00,42276.0,42344.76,42270.22,42321.1,,
2024-01-01 02:30:00,42321.1,42385.57,42309.15,42377.62,,
2024-01-01 02:45:00,42377.61,42424.82,42372.52,42396.69,,
2024-01-01 03:00:00,42396.69,42481.1,42396.68,42454.01,90.97992208570695,
2024-01-01 03:15:00,42454.01,42500.0,42434.87,42487.7,96.1469786674176,
2024-01-01 03:30:00,42487.7,42500.0,42446.71,42446.72,83.30983930081813,90.14558001798089
2024-01-01 03:45:00,42446.71,42492.47,42432.56,42492.46,97.6380665977506,92.36496152199544
2024-01-01 04:00:00,42492.46,42529.91,42452.58,42514.28,95.13432742894359,92.02741110917077
2024-01-01 04:15:00,42514.28,42537.53,42477.6,42482.0,79.22636639108177,90.666253472592
2024-01-01 04:30:00,42482.0,42504.79,42461.1,42492.91,80.46238724932311,84.94102702311616
2024-01-01 04:45:00,42492.91,42556.5,42489.95,42549.99,96.46157190998917,85.38344185013136
2024-01-01 05:00:00,42550.0,42577.88,42537.18,42574.24,97.99116997792524,91.63837637907916
2024-01-01 05:15:00,42574.24,42658.44,42574.2,42588.01,68.81972728882644,87.75748972558029
2024-01-01 05:30:00,42588.01,42699.32,42588.0,42639.02,77.395411605937,81.40210295756289
2024-01-01 05:45:00,42639.02,42690.0,42620.54,42649.69,81.39526165842068,75.87013351772804
2024-01-01 06:00:00,42649.69,42692.23,42645.69,42663.27,85.38947880359763,81.39338402265177
2024-01-01 06:15:00,42663.27,42708.93,42628.0,42666.42,82.8471129403213,83.21061780077987
2024-01-01 06:30:00,42666.41,42717.14,42666.41,42712.0,97.99250117169215,88.74303097187037
2024-01-01 06:45:00,42711.99,42749.36,42691.1,42691.1,77.54134381866496,86.1269859768928
2024-01-01 07:00:00,42691.1,42762.39,42688.38,42695.16,70.14786199547258,81.8939023286099
2024-01-01 07:15:00,42695.16,42720.0,42653.33,42681.1,56.80429353313148,68.16449978242301
2024-01-01 07:30:00,42681.11,42685.34,42605.21,42607.81,11.359596307126406,46.10391727857682
2024-01-01 07:45:00,42607.81,42699.99,42607.81,42690.2,54.071764855578195,40.74521823194536
2024-01-01 08:00:00,42690.21,42739.22,42611.45,42626.53,13.5640666751493,26.331809279284638
2024-01-01 08:15:00,42626.52,42704.28,42626.52,42684.15,50.222674640540895,39.28616872375613
2024-01-01 08:30:00,42684.16,42780.0,42671.01,42755.76,86.13192974426578,49.972890353318654
2024-01-01 08:45:00,42755.77,42755.77,42643.68,42648.38,24.698209279705953,53.68427122150421
2024-01-01 09:00:00,42648.37,42700.08,42612.76,42700.08,54.27656044396255,55.03556648931143
2024-01-01 09:15:00,42700.07,42733.81,42700.0,42717.27,64.11121917729682,47.69532963365511
2024-01-01 09:30:00,42717.28,42740.76,42670.0,42740.76,77.55020310086518,65.31266090737485
2024-01-01 09:45:00,42740.75,42748.0,42704.8,42715.54,62.56460886230428,68.07534371348875
2024-01-01 10:00:00,42715.54,42715.55,42594.94,42646.99,28.126013184910995,56.080275049360154
2024-01-01 10:15:00,42646.99,42662.31,42580.0,42621.09,20.544999999998254,37.07854068240451
2024-01-01 10:30:00,42621.1,42661.89,42596.91,42646.56,33.279999999998836,27.31700439496936
2024-01-01 10:45:00,42646.56,42657.92,42586.5,42612.24,18.342151675484185,24.055717225160425
2024-01-01 11:00:00,42612.24,42650.0,42586.51,42649.99,41.66071428571307,31.094288653732033
2024-01-01 11:15:00,42650.0,42733.28,42635.79,42683.2,61.4285714285697,40.477145796588985
2024-01-01 11:30:00,42683.21,42847.07,42601.1,42845.96,99.58437862732595,67.55788811386957
2024-01-01 11:45:00,42845.95,42846.76,42741.2,42783.05,76.02875650578618,79.01390218722729
2024-01-01 12:00:00,42783.05,42847.3,42761.68,42839.74,97.17171717171536,90.92828410160917
2024-01-01 12:15:00,42839.74,42856.0,42664.42,42723.04,51.826086956522055,75.00885354467452
2024-01-01 12:30:00,42723.03,42782.6,42703.39,42775.59,70.16326530612115,73.05368981145286
2024-01-01 12:45:00,42775.6,42779.2,42711.56,42725.15,51.4471243042677,57.81215885563697
2024-01-01 13:00:00,42725.15,42781.09,42723.47,42777.53,70.88203643919933,64.1641420165294
2024-01-01 13:15:00,42777.53,42778.39,42718.72,42731.11,51.00431541781141,57.77782538709281
2024-01-01 13:30:00,42731.12,42742.44,42704.42,42731.04,50.97685366810576,57.62106850837217
2024-01-01 13:45:00,42731.04,42824.9,42731.03,42812.7,77.39847583254905,59.79321497282208
2024-01-01 14:00:00,42812.71,43128.0,42812.7,43104.16,94.85741403857017,74.410914513075
2024-01-01 14:15:00,43104.15,43208.86,43034.0,43063.05,73.21835280288056,81.82474755799994
2024-01-01 14:30:00,43063.06,43161.1,43018.86,43152.11,88.77282529131305,85.61619737758792
2024-01-01 14:45:00,43152.12,43178.65,43073.93,43111.1,80.62009356910602,80.87042388776655
2024-01-01 15:00:00,43111.1,43189.22,43103.64,43179.7,94.21933232891853,87.87075039644587
2024-01-01 15:15:00,43179.69,43316.88,43146.88,43262.01,91.04104757861813,88.62682449221423
2024-01-01 15:30:00,43262.01,43409.3,43234.16,43395.09,97.98405402337897,94.41481131030521
2024-01-01 15:45:00,43395.08,43550.0,43395.08,43517.99,96.09143192058293,95.03884450752669
2024-01-01 16:00:00,43517.98,43757.13,43510.71,43643.98,88.01922852937813,94.03157149111335
2024-01-01 16:15:00,43643.99,43717.76,43559.94,43699.56,92.20203990410013,92.10423345135375
2024-01-01 16:30:00,43699.56,43800.0,43636.39,43800.0,100.0,93.40708947782609
2024-01-01 16:45:00,43799.99,43829.99,43648.04,43687.86,81.20122741581385,91.13442243997133
2024-01-01 17:00:00,43687.85,43770.72,43687.85,43724.56,85.4849590417842,88.89539548586602
2024-01-01 17:15:00,43724.56,43792.59,43632.0,43656.15,74.55168274509283,80.41262306756363
2024-01-01 17:30:00,43656.14,43656.15,43480.76,43483.76,41.89114344695649,67.30926174461118
2024-01-01 17:45:00,43483.77,43622.18,43483.76,43619.21,51.53480030351092,55.992542165186755
2024-01-01 18:00:00,43619.22,43661.1,43515.58,43518.99,10.946940411761982,34.7909613874098
2024-01-01 18:15:00,43519.0,43539.86,43361.6,43471.1,23.37795426887853,28.619898328050482
2024-01-01 18:30:00,43471.11,43531.49,43439.17,43447.06,18.245479194688023,17.52345795844285
2024-01-01 18:45:00,43447.06,43529.94,43447.05,43529.93,35.938000384295556,25.85381128262071
2024-01-01 19:00:00,43529.94,43705.88,43529.93,43673.87,72.45411726490302,42.21253228129553
2024-01-01 19:15:00,43673.86,44000.0,43630.0,43989.99,98.43201754385933,68.94137839768597
2024-01-01 19:30:00,43989.99,44100.03,43929.75,44084.87,97.94699565293986,89.61104348723406
2024-01-01 19:45:00,44084.86,44184.1,44045.0,44179.55,99.44680851063883,98.60860723581267
2024-01-01 20:00:00,44179.55,44650.0,44148.34,44630.09,98.45467246196806,98.61615887518225
2024-01-01 20:15:00,44630.1,44844.0,44450.0,44609.79,84.20062061521864,94.03403386260851
2024-01-01 20:30:00,44609.78,44768.29,44553.92,44732.01,92.02821693728082,91.5611700048225
2024-01-01 20:45:00,44732.01,45200.0,44677.43,45056.0,91.78527624860948,89.33803793370298
2024-01-01 21:00:00,45056.0,45372.79,44841.22,44841.22,71.15516099975041,84.98955139521358
2024-01-01 21:15:00,44841.22,45060.0,44832.01,44930.24,74.60680862295499,79.1824152904383
2024-01-01 21:30:00,44930.24,45010.0,44799.55,44806.64,60.76685330967949,68.84294097746162
2024-01-01 21:45:00,44806.64,44908.04,44686.0,44855.96,61.07592315049809,65.48319502771086
2024-01-01 22:00:00,44855.96,44994.1,44855.95,44980.37,67.95132508473218,63.264700514969924
2024-01-01 22:15:00,44980.38,45100.0,44895.07,45099.99,70.43747764930237,66.48824196151088
2024-01-01 22:30:00,45099.99,45350.0,45073.9,45294.75,90.46979374015405,76.28619882472952
2024-01-01 22:45:00,45294.75,45381.42,45166.35,45378.96,99.65056321822766,86.8526115358947
2024-01-01 23:00:00,45378.96,45469.43,45131.1,45250.45,72.048555710146,87.3896375561759
2024-01-01 23:15:00,45250.45,45365.59,45192.37,45316.71,80.50623540073764,84.0684514430371
2024-01-01 23:30:00,45316.7,45500.0,45312.1,45418.03,89.92997542997529,80.82825551361965
2024-01-01 23:45:00,45418.03,45456.86,45336.65,45402.38,88.00737100737068,86.14786061269454
2024-01-02 00:00:00,45402.38,45468.99,45240.38,45390.0,82.92058070025627,86.95264237920075
2024-01-02 00:15:00,45389.99,45400.0,45278.96,45362.27,77.23207643859568,82.72000938207421
2024-01-02 00:30:00,45362.27,45362.28,45176.67,45224.91,35.44003754987152,65.19756489624116
2024-01-02 00:45:00,45224.9,45240.52,45170.0,45179.8,13.201409596097635,41.95784119485495
2024-01-02 01:00:00,45179.8,45324.72,45121.96,45314.0,50.79885726378173,33.14676813658363
2024-01-02 01:15:00,45314.01,45324.72,45231.1,45261.08,36.80033858850976,33.60020181612971
2024-01-02 01:30:00,45261.08,45291.59,45221.79,45249.21,33.66045921066546,40.41988502098565
2024-01-02 01:45:00,45249.21,45318.44,45133.17,45179.48,16.574935884506893,29.011911227894043
2024-01-02 02:00:00,45179.48,45240.03,45130.0,45240.02,34.020113534852335,28.085169543341568
2024-01-02 02:15:00,45240.03,45283.44,45195.99,45250.2,46.12286002014011,32.239303146499786
2024-01-02 02:30:00,45250.2,45300.0,45204.27,45295.0,72.00399467376876,50.715656076253744
2024-01-02 02:45:00,45295.0,45308.15,45168.74,45168.75,23.07654369698185,47.067799463630244
