timestamp,open,high,low,close
2025-08-05 00:00:00,114256.85,114426.65,114217.44,114401.11
2025-08-05 00:15:00,114401.11,114405.95,114196.83,114250.26
2025-08-05 00:30:00,114250.26,114291.43,114149.95,114260.0
2025-08-05 00:45:00,114260.01,114377.0,114260.01,114338.06
2025-08-05 01:00:00,114338.07,114487.25,114307.0,114440.07
2025-08-05 01:15:00,114440.08,114440.08,114351.48,114394.0
2025-08-05 01:30:00,114394.0,114454.3,114244.51,114244.91
2025-08-05 01:45:00,114244.9,114432.34,114239.87,114405.99
2025-08-05 02:00:00,114406.0,114476.8,114369.34,114429.98
2025-08-05 02:15:00,114429.97,114500.66,114423.76,114476.04
2025-08-05 02:30:00,114476.04,114476.05,114295.01,114319.0
2025-08-05 02:45:00,114319.0,114319.01,114105.71,114178.63
2025-08-05 03:00:00,114178.64,114295.09,114133.59,114283.81
2025-08-05 03:15:00,114283.8,114395.3,114213.73,114213.73
2025-08-05 03:30:00,114213.74,114258.92,113725.72,114066.0
2025-08-05 03:45:00,114066.01,114204.0,113946.6,113969.7
2025-08-05 04:00:00,113969.7,114131.53,113928.87,114003.82
2025-08-05 04:15:00,114003.82,114382.64,114003.82,114373.02
2025-08-05 04:30:00,114373.02,114540.0,114259.67,114308.21
2025-08-05 04:45:00,114308.21,114343.93,114220.91,114281.09
2025-08-05 05:00:00,114281.09,114467.15,114281.08,114467.15
2025-08-05 05:15:00,114467.14,114583.94,114402.56,114576.94
2025-08-05 05:30:00,114576.94,114786.89,114512.65,114716.02
2025-08-05 05:45:00,114716.02,114792.72,114609.33,114694.76
2025-08-05 06:00:00,114694.76,114797.19,114586.73,114636.43
2025-08-05 06:15:00,114636.43,115096.73,114636.42,114960.03
2025-08-05 06:30:00,114960.03,115093.13,114866.29,114976.16
2025-08-05 06:45:00,114976.15,114976.16,114827.07,114841.27
2025-08-05 07:00:00,114841.28,114852.76,114750.0,114787.15
2025-08-05 07:15:00,114787.15,114913.89,114776.92,114903.77
2025-08-05 07:30:00,114903.77,114972.0,114770.79,114947.99
2025-08-05 07:45:00,114947.99,114948.0,114760.0,114827.07
2025-08-05 08:00:00,114827.07,114893.13,114768.93,114893.13
2025-08-05 08:15:00,114893.12,114893.13,114369.46,114530.01
2025-08-05 08:30:00,114530.01,114530.02,113500.01,113885.48
2025-08-05 08:45:00,113885.49,114098.44,113860.6,113937.35
2025-08-05 09:00:00,113937.35,114114.2,113868.0,114033.0
2025-08-05 09:15:00,114033.0,114215.56,114021.75,114171.91
2025-08-05 09:30:00,114171.9,114455.86,114048.62,114281.73
2025-08-05 09:45:00,114281.73,114573.17,114281.73,114381.43
2025-08-05 10:00:00,114380.75,114386.37,113707.41,113864.58
2025-08-05 10:15:00,113864.57,113883.63,113148.0,113248.66
2025-08-05 10:30:00,113248.67,113268.09,112750.0,112776.01
2025-08-05 10:45:00,112776.0,113066.52,112650.0,113037.12
2025-08-05 11:00:00,113037.12,113249.11,112692.3,113187.78
2025-08-05 11:15:00,113187.79,113230.66,112844.33,112976.72
2025-08-05 11:30:00,112976.73,113093.61,112710.0,112793.95
2025-08-05 11:45:00,112793.96,112994.49,112716.0,112934.0
2025-08-05 12:00:00,112934.0,113149.62,112836.0,113127.88
2025-08-05 12:15:00,113127.88,113225.82,113023.61,113205.24
2025-08-05 12:30:00,113205.24,113367.31,112815.68,113046.45
2025-08-05 12:45:00,113046.46,113197.63,112865.72,113175.73
2025-08-05 13:00:00,113175.73,113252.55,113096.0,113240.09
2025-08-05 13:15:00,113240.08,113476.1,113200.0,113387.18
2025-08-05 13:30:00,113387.19,113523.11,113306.68,113340.0
2025-08-05 13:45:00,113340.0,113661.96,113256.68,113640.01
2025-08-05 14:00:00,113640.01,113653.93,113502.37,113502.53
2025-08-05 14:15:00,113502.52,113598.28,113384.61,113439.99
2025-08-05 14:30:00,113439.99,113512.0,113364.64,113385.34
2025-08-05 14:45:00,113385.35,113644.72,113261.79,113644.71
2025-08-05 15:00:00,113644.72,113763.27,113603.66,113603.66
2025-08-05 15:15:00,113603.67,113706.7,113556.19,113611.61
2025-08-05 15:30:00,113611.62,113681.42,113594.33,113604.88
2025-08-05 15:45:00,113604.87,113702.63,113407.35,113616.52
2025-08-05 16:00:00,113616.51,113814.18,113616.51,113814.17
2025-08-05 16:15:00,113814.18,113989.97,113797.4,113989.91
2025-08-05 16:30:00,113989.9,113989.91,113624.01,113658.77
2025-08-05 16:45:00,113658.77,113690.71,113494.47,113690.71
2025-08-05 17:00:00,113690.71,113862.45,113669.98,113676.0
2025-08-05 17:15:00,113675.99,113848.31,113620.0,113848.3
2025-08-05 17:30:00,113848.31,113848.31,113690.7,113690.7
2025-08-05 17:45:00,113690.7,113690.71,113569.07,113606.53
2025-08-05 18:00:00,113606.52,113792.64,113304.0,113769.77
2025-08-05 18:15:00,113769.77,113873.07,113729.49,113873.07
2025-08-05 18:30:00,113873.07,113940.52,113849.99,113940.51
2025-08-05 18:45:00,113940.52,113989.4,113915.72,113961.25
2025-08-05 19:00:00,113961.25,114087.52,113918.4,114087.18
2025-08-05 19:15:00,114087.18,114140.71,114020.0,114044.63
2025-08-05 19:30:00,114044.64,114228.88,114040.0,114170.41
2025-08-05 19:45:00,114170.42,114179.03,114114.3,114129.75
2025-08-05 20:00:00,114129.75,114139.38,113955.03,114049.9
2025-08-05 20:15:00,114049.9,114049.91,113928.93,113948.54
2025-08-05 20:30:00,113948.54,114027.17,113871.31,113937.29
2025-08-05 20:45:00,113937.29,113937.29,113748.67,113879.7
2025-08-05 21:00:00,113879.69,113945.14,113771.39,113851.45
2025-08-05 21:15:00,113851.46,113893.01,113588.77,113594.1
2025-08-05 21:30:00,113594.1,113877.5,113588.77,113792.9
2025-08-05 21:45:00,113792.91,113880.0,113673.82,113821.21
2025-08-05 22:00:00,113820.77,113833.88,113491.76,113626.23
2025-08-05 22:15:00,113626.23,113739.06,113611.29,113678.3
2025-08-05 22:30:00,113678.3,113729.72,113542.91,113668.02
2025-08-05 22:45:00,113668.02,113686.33,113566.35,113623.22
2025-08-05 23:00:00,113623.23,113658.13,113500.0,113618.4
2025-08-05 23:15:00,113618.39,113618.4,113400.0,113432.01
2025-08-05 23:30:00,113432.02,113540.0,113425.37,113539.99
2025-08-05 23:45:00,113540.0,113611.3,113509.97,113509.97
2025-08-06 00:00:00,113509.98,113582.71,113387.81,113389.16
2025-08-06 00:15:00,113389.17,113494.11,113386.89,113464.2
2025-08-06 00:30:00,113464.21,113479.54,113355.13,113408.67
2025-08-06 00:45:00,113408.67,113473.78,113373.91,113429.21
2025-08-06 01:00:00,113429.21,113932.19,113384.81,113927.69
2025-08-06 01:15:00,113927.69,114138.78,113810.98,113927.19
2025-08-06 01:30:00,113927.19,114417.02,113927.19,114244.53
2025-08-06 01:45:00,114244.53,114320.0,114117.64,114148.01
2025-08-06 02:00:00,114148.01,114180.0,113933.23,113994.16
2025-08-06 02:15:00,113994.16,114099.58,113933.91,113988.01
2025-08-06 02:30:00,113988.0,114139.75,113938.0,114057.54
2025-08-06 02:45:00,114057.55,114200.0,114034.89,114084.93
2025-08-06 03:00:00,114084.92,114290.02,114019.66,114251.91
2025-08-06 03:15:00,114251.91,114300.0,114194.48,114287.78
2025-08-06 03:30:00,114287.78,114287.79,114112.12,114175.0
2025-08-06 03:45:00,114175.0,114245.76,114156.4,114227.91
2025-08-06 04:00:00,114227.9,114250.0,114033.32,114062.0
2025-08-06 04:15:00,114062.0,114132.74,114000.0,114069.35
2025-08-06 04:30:00,114069.36,114069.36,113768.0,113768.0
2025-08-06 04:45:00,113768.01,113965.63,113727.57,113948.22
2025-08-06 05:00:00,113948.23,114181.85,113906.96,114168.57
2025-08-06 05:15:00,114168.58,114368.31,114100.69,114100.69
2025-08-06 05:30:00,114100.69,114113.08,113949.86,113979.99
2025-08-06 05:45:00,113979.99,114151.43,113974.41,114093.15
2025-08-06 06:00:00,114093.15,114226.69,114047.75,114127.34
2025-08-06 06:15:00,114127.34,114223.75,113899.2,113974.39
2025-08-06 06:30:00,113974.38,114143.79,113940.18,114121.14
2025-08-06 06:45:00,114121.14,114133.37,114029.33,114067.2
2025-08-06 07:00:00,114067.2,114139.75,114007.85,114139.74
2025-08-06 07:15:00,114139.74,114242.67,114139.74,114240.7
2025-08-06 07:30:00,114240.71,114404.23,114240.71,114315.08
2025-08-06 07:45:00,114315.08,114315.09,114170.69,114226.69
2025-08-06 08:00:00,114226.68,114333.59,113933.52,113955.95
2025-08-06 08:15:00,113955.95,114196.0,113809.02,114067.2
2025-08-06 08:30:00,114067.21,114255.0,114060.03,114060.49
2025-08-06 08:45:00,114060.48,114093.72,113884.51,113914.31
2025-08-06 09:00:00,113914.31,114026.06,113825.84,113893.51
2025-08-06 09:15:00,113893.5,113958.82,113835.44,113904.0
2025-08-06 09:30:00,113906.8,114208.0,113579.9,114171.0
2025-08-06 09:45:00,114171.0,114390.88,113903.66,114270.09
2025-08-06 10:00:00,114270.09,114500.0,114236.03,114250.67
2025-08-06 10:15:00,114250.66,114332.32,113869.88,114094.39
2025-08-06 10:30:00,114094.39,114367.79,114020.0,114300.96
2025-08-06 10:45:00,114300.95,115200.0,114157.96,115187.96
2025-08-06 11:00:00,115187.96,115300.0,114832.38,115030.0
2025-08-06 11:15:00,115030.0,115080.36,114873.57,114947.89
2025-08-06 11:30:00,114947.9,115345.0,114935.26,115205.19
2025-08-06 11:45:00,115205.18,115515.09,115124.79,115413.87
2025-08-06 12:00:00,115413.87,115477.06,115128.79,115204.77
2025-08-06 12:15:00,115204.76,115268.89,115046.01,115128.91
2025-08-06 12:30:00,115128.92,115200.0,114948.56,114955.11
2025-08-06 12:45:00,114955.1,115167.58,114942.18,115132.49
2025-08-06 13:00:00,115132.49,115179.65,115024.0,115153.24
2025-08-06 13:15:00,115153.25,115360.38,115153.24,115360.0
2025-08-06 13:30:00,115360.0,115460.71,115231.16,115460.71
2025-08-06 13:45:00,115460.7,115514.28,115389.34,115500.0
2025-08-06 14:00:00,115500.0,115692.52,115500.0,115692.37
2025-08-06 14:15:00,115692.38,115716.0,115426.65,115426.66
2025-08-06 14:30:00,115426.66,115573.2,115301.27,115327.76
2025-08-06 14:45:00,115327.76,115479.46,115306.14,115423.22
2025-08-06 15:00:00,115423.23,115525.48,115345.2,115408.89
2025-08-06 15:15:00,115408.89,115480.0,115388.14,115406.08
2025-08-06 15:30:00,115406.09,115406.09,115265.73,115272.63
2025-08-06 15:45:00,115272.63,115298.19,115118.8,115259.99
2025-08-06 16:00:00,115260.0,115260.0,115154.99,115219.19
2025-08-06 16:15:00,115219.19,115231.0,115188.48,115188.49
2025-08-06 16:30:00,115188.48,115188.49,114987.68,115055.45
2025-08-06 16:45:00,115055.45,115100.0,115030.31,115045.64
2025-08-06 17:00:00,115045.65,115219.69,115029.93,115219.68
2025-08-06 17:15:00,115219.69,115221.14,115136.32,115136.32
2025-08-06 17:30:00,115136.32,115136.33,114793.01,114911.71
2025-08-06 17:45:00,114911.71,115048.78,114911.7,115048.78
2025-08-06 18:00:00,115048.77,115210.95,115048.77,115155.22
2025-08-06 18:15:00,115155.22,115177.9,115048.77,115100.16
2025-08-06 18:30:00,115100.17,115171.67,115039.14,115059.99
2025-08-06 18:45:00,115060.0,115168.36,115059.99,115106.67
2025-08-06 19:00:00,115106.66,115122.34,115032.0,115059.99
2025-08-06 19:15:00,115060.0,115076.75,114972.94,115002.47
2025-08-06 19:30:00,115002.47,115035.27,114968.53,114976.3
2025-08-06 19:45:00,114976.29,115027.59,114963.2,114992.27
2025-08-06 20:00:00,114992.27,114992.27,114903.24,114941.67
2025-08-06 20:15:00,114941.68,114941.68,114866.27,114938.8
2025-08-06 20:30:00,114938.8,115015.82,114915.23,114915.24
2025-08-06 20:45:00,114915.24,114920.0,114856.15,114890.65
2025-08-06 21:00:00,114890.66,114929.57,114873.43,114929.56
2025-08-06 21:15:00,114929.57,115181.68,114917.73,115153.41
2025-08-06 21:30:00,115153.41,115185.58,115015.81,115018.96
2025-08-06 21:45:00,115018.96,115018.97,114580.53,114763.46
2025-08-06 22:00:00,114763.47,114830.39,114639.12,114830.39
2025-08-06 22:15:00,114830.38,114859.0,114767.01,114796.1
2025-08-06 22:30:00,114796.1,114796.11,114592.0,114592.0
2025-08-06 22:45:00,114592.01,114611.52,114404.22,114565.28
2025-08-06 23:00:00,114564.76,114564.76,114452.0,114452.01
2025-08-06 23:15:00,114452.0,114511.89,114404.7,114505.3
2025-08-06 23:30:00,114505.29,114573.79,114505.29,114570.41
