timestamp,open,high,low,close
2025-08-02 00:00:00,113909.87,114057.27,113820.0,114025.75
2025-08-02 01:00:00,114025.76,114063.49,113855.01,113981.06
2025-08-02 02:00:00,113981.07,113981.07,113469.43,113697.85
2025-08-02 03:00:00,113697.85,114021.0,113556.19,113982.49
2025-08-02 04:00:00,113982.49,114040.29,113676.81,113682.01
2025-08-02 05:00:00,113682.01,113852.0,113572.19,113690.7
2025-08-02 06:00:00,113690.71,113704.0,113425.58,113550.89
2025-08-02 07:00:00,113550.89,113914.25,113451.77,113787.12
2025-08-02 08:00:00,113787.11,113787.12,113564.99,113620.01
2025-08-02 09:00:00,113620.01,113630.0,113218.0,113457.85
2025-08-02 10:00:00,113457.86,113530.0,112939.39,113099.89
2025-08-02 11:00:00,113099.9,113420.0,112802.31,112840.71
2025-08-02 12:00:00,112840.7,113261.16,112700.07,113200.25
2025-08-02 13:00:00,113200.25,113420.0,112584.23,112724.03
2025-08-02 14:00:00,112724.04,112920.0,112099.22,112327.65
2025-08-02 15:00:00,112327.65,112945.62,112003.0,112229.42
2025-08-02 16:00:00,112229.42,112780.0,112069.86,112780.0
2025-08-02 17:00:00,112780.0,113058.82,112562.02,112859.32
2025-08-02 18:00:00,112859.32,113011.63,112555.0,112862.14
2025-08-02 19:00:00,112862.14,112873.83,112280.86,112546.35
2025-08-02 20:00:00,112546.35,112992.27,111920.0,112956.04
2025-08-02 21:00:00,112956.04,113269.92,112841.46,113107.99
2025-08-02 22:00:00,113107.99,113517.58,113100.0,113517.58
2025-08-02 23:00:00,113517.58,113740.69,113419.45,113604.2
2025-08-03 00:00:00,113604.2,113604.2,113341.06,113468.41
2025-08-03 01:00:00,113468.41,113659.0,113408.22,113618.52
2025-08-03 02:00:00,113618.52,113636.5,113472.54,113559.34
2025-08-03 03:00:00,113559.34,113720.16,113559.34,113700.0
2025-08-03 04:00:00,113700.0,113790.0,113551.0,113692.0
2025-08-03 05:00:00,113692.01,113710.51,113630.3,113654.95
2025-08-03 06:00:00,113654.95,113900.0,113654.94,113899.99
2025-08-03 07:00:00,113899.99,114260.31,113861.18,113862.18
2025-08-03 08:00:00,113862.19,114098.45,113656.4,114009.99
2025-08-03 09:00:00,114010.0,114095.35,113803.0,113939.0
2025-08-03 10:00:00,113939.0,114065.54,113579.69,113792.28
2025-08-03 11:00:00,113792.29,113966.0,113674.05,113959.06
2025-08-03 12:00:00,113959.06,114026.82,113775.55,113995.16
2025-08-03 13:00:00,113995.15,114165.09,113953.97,114117.42
2025-08-03 14:00:00,114117.42,114460.15,114060.36,114380.4
2025-08-03 15:00:00,114380.41,114799.97,114259.95,114313.19
2025-08-03 16:00:00,114313.19,114467.0,114163.49,114423.77
2025-08-03 17:00:00,114423.77,114521.68,114363.46,114435.47
2025-08-03 18:00:00,114435.46,114612.24,114066.56,114324.83
2025-08-03 19:00:00,114324.84,114500.0,114176.0,114208.8
2025-08-03 20:00:00,114208.81,114914.29,114107.6,114899.87
2025-08-03 21:00:00,114899.86,115000.0,114620.14,114671.96
2025-08-03 22:00:00,114671.96,114877.98,114418.68,114797.9
2025-08-03 23:00:00,114797.9,114799.0,114527.73,114570.61
2025-08-04 00:00:00,114570.61,114653.51,114345.74,114383.55
2025-08-04 01:00:00,114383.54,114418.75,114188.0,114391.26
2025-08-04 02:00:00,114391.26,114482.49,114148.58,114423.76
2025-08-04 03:00:00,114423.77,114778.5,114402.45,114652.97
2025-08-04 04:00:00,114652.98,114750.0,114360.99,114546.25
2025-08-04 05:00:00,114546.25,114744.2,114302.29,114325.92
2025-08-04 06:00:00,114325.92,114506.16,114234.58,114251.83
2025-08-04 07:00:00,114251.83,114517.55,114217.97,114493.09
2025-08-04 08:00:00,114493.09,114535.48,114327.95,114444.36
2025-08-04 09:00:00,114444.36,114913.89,114121.0,114913.88
2025-08-04 10:00:00,114913.89,115466.0,114652.96,114736.78
2025-08-04 11:00:00,114736.78,115022.97,114560.33,114826.0
2025-08-04 12:00:00,114826.01,115405.22,114826.0,115301.0
2025-08-04 13:00:00,115301.0,115720.0,115148.08,115193.41
2025-08-04 14:00:00,115193.41,115312.76,114913.88,114957.64
2025-08-04 15:00:00,114957.63,115134.46,114732.65,114777.62
2025-08-04 16:00:00,114777.62,115076.34,114616.33,114811.96
2025-08-04 17:00:00,114811.95,115258.62,114810.75,115111.09
2025-08-04 18:00:00,115111.09,115325.88,115086.72,115325.88
2025-08-04 19:00:00,115325.88,115340.0,115046.67,115055.03
2025-08-04 20:00:00,115055.03,115127.81,114840.0,114886.96
2025-08-04 21:00:00,114886.97,115046.68,114695.18,114708.11
2025-08-04 22:00:00,114708.11,114827.79,114614.94,114719.27
2025-08-04 23:00:00,114719.27,114737.82,114256.85,114256.85
2025-08-05 00:00:00,114256.85,114426.65,114149.95,114338.06
2025-08-05 01:00:00,114338.07,114487.25,114239.87,114405.99
2025-08-05 02:00:00,114406.0,114500.66,114105.71,114178.63
2025-08-05 03:00:00,114178.64,114395.3,113725.72,113969.7
2025-08-05 04:00:00,113969.7,114540.0,113928.87,114281.09
2025-08-05 05:00:00,114281.09,114792.72,114281.08,114694.76
2025-08-05 06:00:00,114694.76,115096.73,114586.73,114841.27
2025-08-05 07:00:00,114841.28,114972.0,114750.0,114827.07
2025-08-05 08:00:00,114827.07,114893.13,113500.01,113937.35
2025-08-05 09:00:00,113937.35,114573.17,113868.0,114381.43
2025-08-05 10:00:00,114380.75,114386.37,112650.0,113037.12
2025-08-05 11:00:00,113037.12,113249.11,112692.3,112934.0
2025-08-05 12:00:00,112934.0,113367.31,112815.68,113175.73
2025-08-05 13:00:00,113175.73,113661.96,113096.0,113640.01
