,entry_time,result,gain,start_price,stop_loss,take_profit
0,2024-08-27 07:55:00,win,0.15%,62417.0,62326.27,62217.0
1,2024-08-27 15:50:00,win,0.48%,61946.0,62166.27,61646.0
2,2024-08-27 17:10:00,loss,-0.14%,61586.42,61670.0,61386.42
3,2024-08-27 17:10:00,loss,-0.14%,61586.42,61670.0,61386.42
4,2024-08-27 17:10:00,loss,-0.14%,61586.42,61670.0,61386.42
5,2024-08-27 17:25:00,win,0.38%,61422.44,61670.0,61186.42
6,2024-08-27 17:25:00,win,0.09%,61422.44,61370.0,61006.42
7,2024-08-27 17:25:00,win,0.68%,61422.44,61370.0,61006.42
