timestamp,open,high,low,close,stoch_k,stoch_d,stoch_k2,stoch_d2,stoch_k3,stoch_d3,stoch_k4,stoch_d4
2025-08-25 00:00:00,112916.84,113059.52,112844.0,112844.01,,,,,,,,
2025-08-25 00:15:00,112844.01,112914.91,112650.77,112707.62,,,,,,,,
2025-08-25 00:30:00,112707.63,112800.92,112611.78,112778.66,,,,,,,,
2025-08-25 00:45:00,112778.66,112843.59,112635.06,112764.0,,,,,,,,
2025-08-25 01:00:00,112764.01,112863.24,112531.3,112561.8,,,,,,,,
2025-08-25 01:15:00,112561.81,112650.32,112500.0,112538.39,,,,,,,,
2025-08-25 01:30:00,112538.39,112603.35,112377.6,112505.16,,,,,,,,
2025-08-25 01:45:00,112505.17,112621.27,112309.99,112310.0,,,,,,,,
2025-08-25 02:00:00,112310.0,112415.97,112246.57,112280.0,4.1121840211566685,,,,,,,
2025-08-25 02:15:00,112280.0,112459.18,112181.31,112249.74,9.327971646674895,,,,,,,
2025-08-25 02:30:00,112249.74,112329.41,112042.79,112052.42,1.1737461149374757,4.871300594256346,,,,,,
2025-08-25 02:45:00,112052.42,112066.73,111756.6,111929.87,15.657304995300153,8.719674252304175,,,,,,
2025-08-25 03:00:00,111929.87,112065.91,111803.99,112049.1,26.431359791802226,14.420803634013287,,,,,,
2025-08-25 03:15:00,112049.11,112165.19,111892.38,111902.66,16.342926196123784,19.477196994408718,11.210204770822296,,,,,
2025-08-25 03:30:00,111902.66,111949.7,111451.98,111854.01,34.38240299668996,25.71889632820532,27.481150841119995,,,,,
2025-08-25 03:45:00,111854.01,111868.81,111284.05,111511.55,17.012907375001856,22.579412189271867,14.40611959295586,17.699158401632715,,,,
2025-08-25 04:00:00,111511.56,111620.02,110991.28,111615.08,42.49608283943085,31.29713107037422,33.32336161029086,25.070210681455574,,,,
2025-08-25 04:15:00,111615.08,111786.78,111583.07,111656.54,45.32052592138411,34.94317204527227,35.53815252462619,27.75587790929097,,,,
2025-08-25 04:30:00,111656.54,111820.53,111540.0,111548.23,41.62151659405253,43.14604178495583,33.57061915324491,34.14404442938732,,,,
2025-08-25 04:45:00,111548.24,111689.62,111410.13,111414.3,36.03513046144958,40.992390992295405,25.952306455867994,31.687026044579696,,,,
2025-08-25 05:00:00,111414.3,111474.48,111259.76,111391.99,34.13464405278132,37.26376370276114,24.58358640237088,28.035504003827924,,,,
2025-08-25 05:15:00,111392.0,111677.45,111391.99,111477.81,41.44525559881059,37.205010037680495,33.14462838067993,27.8935070796396,,,,
2025-08-25 05:30:00,111477.8,111673.13,111391.99,111657.22,69.48310761461609,48.354335755402666,45.366850602902446,34.36502179531775,,,,
2025-08-25 05:45:00,111657.22,111850.13,111620.0,111800.01,92.15981220015236,67.69605847119301,60.43732671713459,46.316268566905656,,,,
2025-08-25 06:00:00,111800.0,111806.99,111636.15,111660.85,77.96122722244891,79.86804901240579,57.037592319684215,54.280589879907076,,,,
2025-08-25 06:15:00,111660.85,111720.0,111080.0,111224.94,18.82019918715041,62.98041286991724,19.904421974427578,45.79311367041546,,,,
2025-08-25 06:30:00,111224.94,111421.56,111043.93,111202.05,19.612999255768745,38.79814188845603,17.95452803025815,31.632180774789976,,,,
2025-08-25 06:45:00,111202.06,111239.94,110939.4,110984.03,4.900464462574434,14.444554301831202,4.417499752549196,14.092149919078304,,,,
2025-08-25 07:00:00,110984.04,111147.74,110929.48,111130.86,21.87367620702794,15.46237997512371,21.43868502017441,14.60357093432725,,,,
2025-08-25 07:15:00,111130.87,111162.06,110994.9,111071.49,15.424971487536846,14.066370719046411,15.424971487536846,13.760385420086815,,,,
2025-08-25 07:30:00,111071.49,111279.07,110960.0,111109.42,19.544886764785815,18.947844819783537,19.544886764785815,18.80284775749902,,,,
2025-08-25 07:45:00,111109.42,111279.91,111100.0,111214.97,31.009612773584156,21.99315700863561,31.009612773584156,21.993157008635603,,,,
2025-08-25 08:00:00,111214.97,111392.56,111072.0,111219.54,33.05489396132176,27.86979783323058,31.506001194807464,27.353500244392478,,,,
2025-08-25 08:15:00,111219.53,111682.49,111171.73,111682.49,95.25502201082901,53.106509581911645,81.79112583500812,48.10224660113324,,,,
2025-08-25 08:30:00,111682.49,111682.49,111336.1,111606.69,89.93373261975246,72.74788286396775,73.55781241514147,62.28497981498568,,,,
2025-08-25 08:45:00,111606.69,111620.0,111407.98,111586.31,87.22726125814978,90.8053386295771,71.34415901808457,75.56436575607803,,,,
2025-08-25 09:00:00,111586.3,111590.85,111336.1,111490.0,74.43725846934265,83.86608411574831,60.883071742790285,68.59501439200544,,,,
2025-08-25 09:15:00,111490.01,111754.82,111316.88,111660.7,88.15832515537996,83.27428162762413,83.32896491208002,71.85206522431828,,,,
2025-08-25 09:30:00,111660.7,111708.57,110815.0,110831.99,1.807792981635325,54.80112553545265,1.807792981635325,48.67327654550187,,,,
2025-08-25 09:45:00,110832.0,111537.94,110588.0,111491.69,77.4489638504651,55.80502732916013,77.4489638504651,54.19524058139348,36.5641386677025,,,
2025-08-25 10:00:00,111491.7,111920.0,111326.49,111833.49,93.50525525525565,57.587337362452026,93.50525525525565,57.587337362452026,53.52549088705637,,,
2025-08-25 10:15:00,111833.48,112200.0,111809.28,111910.32,82.0297766749384,84.32799859355306,82.0297766749384,84.32799859355306,58.11782493275452,,,
2025-08-25 10:30:00,111910.32,112246.13,111860.0,112042.56,87.72291677974547,87.75264956997984,87.72291677974547,87.75264956997985,63.92995903728812,53.034353381200376,,
2025-08-25 10:45:00,112042.57,112307.69,112022.04,112260.0,97.2268257651087,88.99317307326419,97.2268257651087,88.99317307326419,73.48675304583236,62.265006975732845,,
2025-08-25 11:00:00,112260.01,112399.49,111828.24,111994.63,77.65044245344995,87.53339499943472,77.65044245344995,87.53339499943472,68.2061949648939,65.93518299519222,,
